iitem,iname,date,index,avgprice,upt
-2054,2-pc Chicken,28/05/07 0:00,1.027780675,13641.7329,87.77639544
-2045,Chicken Burger,28/05/07 0:00,1.008542877,13386.3896,7.721648525
-2030,Large Big Burger,28/05/07 0:00,1.100940368,14612.7815,12.92197461
-2020,Double Cheeseburger,28/05/07 0:00,1.100851593,14611.6032,14.21180685
-2010,Cheeseburger,28/05/07 0:00,0.787922165,10458.0909,48.51692944
-1010,1-pc Chicken & Rice,28/05/07 0:00,0.547954494,7273,5.890969755
-2114,Nuggets,04/06/07 0:00,0.902632412,11980.64,4.006972227
-2054,2-pc Chicken,04/06/07 0:00,1.029920907,13670.1402,88.27370897
-2045,Chicken Burger,04/06/07 0:00,1.016480306,13491.7431,7.624487651
-2030,Large Big Burger,04/06/07 0:00,1.105888578,14678.4591,12.27263876
-2020,Double Cheeseburger,04/06/07 0:00,1.108374994,14711.4613,14.47322801
-2010,Cheeseburger,04/06/07 0:00,0.786720011,10442.1347,51.40829796
-1010,1-pc Chicken & Rice,04/06/07 0:00,0.608484224,8076.4111,10.45359052
-2114,Nuggets,11/06/07 0:00,0.904091012,12000,3.925209464
-2054,2-pc Chicken,11/06/07 0:00,1.029739682,13667.7348,88.91611558
-2045,Chicken Burger,11/06/07 0:00,1.024728954,13601.2274,7.606900698
-2030,Large Big Burger,11/06/07 0:00,1.109379394,14724.7927,12.40877579
-2020,Double Cheeseburger,11/06/07 0:00,1.112132284,14761.3318,14.83330416
-2010,Cheeseburger,11/06/07 0:00,0.788573902,10466.7414,51.55128722
-1010,1-pc Chicken & Rice,11/06/07 0:00,0.616439388,8182,15.59125465
-2114,Nuggets,18/06/07 0:00,0.904091012,12000,3.918015454
-2054,2-pc Chicken,18/06/07 0:00,1.029867453,13669.4307,88.78362636
-2045,Chicken Burger,18/06/07 0:00,1.024548806,13598.8363,7.836030908
-2030,Large Big Burger,18/06/07 0:00,1.108813124,14717.2766,13.02514714
-2020,Double Cheeseburger,18/06/07 0:00,1.111917434,14758.4801,13.91811726
-2010,Cheeseburger,18/06/07 0:00,0.787632148,10454.2415,51.32978375
-1010,1-pc Chicken & Rice,18/06/07 0:00,0.615840601,8174.0523,16.46759057
-2114,Nuggets,25/06/07 0:00,0.904091012,12000,3.628743945
-2054,2-pc Chicken,25/06/07 0:00,1.030029021,13671.5752,93.29024451
-2045,Chicken Burger,25/06/07 0:00,1.024318617,13595.781,7.462736623
-2030,Large Big Burger,25/06/07 0:00,1.108085542,14707.6194,13.11043053
-2020,Double Cheeseburger,25/06/07 0:00,1.11139679,14751.5696,13.89654659
-2010,Cheeseburger,25/06/07 0:00,0.788072862,10460.0911,53.26137554
-1010,1-pc Chicken & Rice,25/06/07 0:00,0.615617728,8171.0941,13.41763288
-2114,Nuggets,02/07/07 0:00,0.904091012,12000,3.556121279
-2054,2-pc Chicken,02/07/07 0:00,1.030095555,13672.4583,90.96985941
-2045,Chicken Burger,02/07/07 0:00,1.024353439,13596.2432,7.303046329
-2030,Large Big Burger,02/07/07 0:00,1.108822354,14717.3991,12.57512098
-2020,Double Cheeseburger,02/07/07 0:00,1.111520048,14753.2056,13.73787148
-2010,Cheeseburger,02/07/07 0:00,0.788377579,10464.1356,52.71946595
-1010,1-pc Chicken & Rice,02/07/07 0:00,0.616439388,8182,14.3269301
-2114,Nuggets,09/07/07 0:00,0.904091012,12000,3.66587937
-2054,2-pc Chicken,09/07/07 0:00,1.029934627,13670.3223,87.48893282
-2045,Chicken Burger,09/07/07 0:00,1.024699827,13600.8408,7.371881461
-2030,Large Big Burger,09/07/07 0:00,1.108933911,14718.8798,11.88033799
-2020,Double Cheeseburger,09/07/07 0:00,1.111903692,14758.2977,13.39563946
-2010,Cheeseburger,09/07/07 0:00,0.788645634,10467.6935,50.36070327
-1010,1-pc Chicken & Rice,09/07/07 0:00,0.617002509,8189.4743,16.28313802
-2114,Nuggets,16/07/07 0:00,0.904091012,12000,3.952126647
-2054,2-pc Chicken,16/07/07 0:00,1.02953764,13665.0531,85.92956546
-2045,Chicken Burger,16/07/07 0:00,1.025089648,13606.0149,8.029006786
-2030,Large Big Burger,16/07/07 0:00,1.109059263,14720.5436,13.03194169
-2020,Double Cheeseburger,16/07/07 0:00,1.112555263,14766.946,14.19790702
-2010,Cheeseburger,16/07/07 0:00,0.788878528,10470.7847,49.7910379
-1010,1-pc Chicken & Rice,16/07/07 0:00,0.616439388,8182,1.919284491
-2114,Nuggets,23/07/07 0:00,0.904091012,12000,4.282066458
-2054,2-pc Chicken,23/07/07 0:00,1.029950757,13670.5364,87.23914017
-2045,Chicken Burger,23/07/07 0:00,1.025141257,13606.6999,8.487008774
-2030,Large Big Burger,23/07/07 0:00,1.109753831,14729.7626,13.52858036
-2020,Double Cheeseburger,23/07/07 0:00,1.112052844,14760.2774,14.62173124
-2010,Cheeseburger,23/07/07 0:00,0.789077375,10473.424,51.88945763
-1010,1-pc Chicken & Rice,23/07/07 0:00,0.616439388,8182,3.603038691
-2114,Nuggets,30/07/07 0:00,0.904091012,12000,4.13516842
-2054,2-pc Chicken,30/07/07 0:00,1.029754954,13667.9375,91.9252034
-2045,Chicken Burger,30/07/07 0:00,1.025684065,13613.9046,8.312916792
-2030,Large Big Burger,30/07/07 0:00,1.109905138,14731.7709,12.74778257
-2020,Double Cheeseburger,30/07/07 0:00,1.112022685,14759.8771,14.26592163
-2010,Cheeseburger,30/07/07 0:00,0.788765614,10469.286,51.26789996
-1010,1-pc Chicken & Rice,30/07/07 0:00,0.616439388,8182,18.60416366
-2114,Nuggets,06/08/07 0:00,0.904091012,12000,4.287736175
-2054,2-pc Chicken,06/08/07 0:00,1.030201507,13673.8646,89.30829128
-2045,Chicken Burger,06/08/07 0:00,1.02626841,13621.6606,8.421248793
-2030,Large Big Burger,06/08/07 0:00,1.110592812,14740.8984,13.4286949
-2020,Double Cheeseburger,06/08/07 0:00,1.112672403,14768.5008,14.78778999
-2010,Cheeseburger,06/08/07 0:00,0.788959534,10471.8599,51.12350255
-1010,1-pc Chicken & Rice,06/08/07 0:00,0.616439388,8182,8.442133233
-2114,Nuggets,13/08/07 0:00,0.904091012,12000,4.087132131
-2054,2-pc Chicken,13/08/07 0:00,1.033134047,13712.7882,105.0313792
-2045,Chicken Burger,13/08/07 0:00,1.025862435,13616.2721,7.63252134
-2030,Large Big Burger,13/08/07 0:00,1.110556792,14740.4203,12.99717331
-2020,Double Cheeseburger,13/08/07 0:00,1.11236621,14764.4367,14.44078626
-2010,Cheeseburger,13/08/07 0:00,0.789223039,10475.3574,50.48764624
-1010,1-pc Chicken & Rice,13/08/07 0:00,0.616439388,8182,24.9651903
-2114,Nuggets,20/08/07 0:00,0.904091012,12000,4.177225247
-2054,2-pc Chicken,20/08/07 0:00,1.029556114,13665.2983,96.39568517
-2045,Chicken Burger,20/08/07 0:00,1.025352279,13609.5008,8.569143982
-2030,Large Big Burger,20/08/07 0:00,1.108869035,14718.0187,14.62451462
-2020,Double Cheeseburger,20/08/07 0:00,1.112754313,14769.588,15.03868709
-2010,Cheeseburger,20/08/07 0:00,0.789781752,10482.7732,51.66674837
-1010,1-pc Chicken & Rice,20/08/07 0:00,0.616439388,8182,24.06595654
-2114,Nuggets,27/08/07 0:00,0.904091012,12000,4.181272615
-2054,2-pc Chicken,27/08/07 0:00,1.028182348,13647.0643,102.9376844
-2045,Chicken Burger,27/08/07 0:00,1.025785218,13615.2472,7.957370282
-2030,Large Big Burger,27/08/07 0:00,1.109536797,14726.8819,13.91045302
-2020,Double Cheeseburger,27/08/07 0:00,1.112109794,14761.0333,15.07284016
-2010,Cheeseburger,27/08/07 0:00,0.788646455,10467.7044,50.77473103
-1010,1-pc Chicken & Rice,27/08/07 0:00,0.616439388,8182,17.85260599
-2114,Nuggets,03/09/07 0:00,0.904091012,12000,3.858379953
-2054,2-pc Chicken,03/09/07 0:00,1.030100241,13672.5205,92.13281531
-2045,Chicken Burger,03/09/07 0:00,1.024758133,13601.6147,6.840070387
-2030,Large Big Burger,03/09/07 0:00,1.108838153,14717.6088,12.64104295
-2020,Double Cheeseburger,03/09/07 0:00,1.112554803,14766.9399,13.68329433
-2010,Cheeseburger,03/09/07 0:00,0.788815859,10469.9529,48.90855308
-1010,1-pc Chicken & Rice,03/09/07 0:00,0.616439388,8182,16.36066628
-2114,Nuggets,10/09/07 0:00,0.904091012,12000,4.060766279
-2054,2-pc Chicken,10/09/07 0:00,1.028872018,13656.2183,109.6494374
-2045,Chicken Burger,10/09/07 0:00,1.02518448,13607.2736,7.2449949
-2030,Large Big Burger,10/09/07 0:00,1.109369178,14724.6571,12.57770305
-2020,Double Cheeseburger,10/09/07 0:00,1.112628984,14767.9245,14.02285296
-2010,Cheeseburger,10/09/07 0:00,0.788111256,10460.6007,47.93663735
-1010,1-pc Chicken & Rice,10/09/07 0:00,0.616439388,8182,7.554669881
-2114,Nuggets,17/09/07 0:00,0.904091012,12000,4.684828229
-2054,2-pc Chicken,17/09/07 0:00,1.028780419,13655.0025,122.2485621
-2045,Chicken Burger,17/09/07 0:00,1.025254622,13608.2046,7.776309653
-2030,Large Big Burger,17/09/07 0:00,1.110336036,14737.4902,13.40937354
-2020,Double Cheeseburger,17/09/07 0:00,1.112411422,14765.0368,15.54484688
-2010,Cheeseburger,17/09/07 0:00,0.78823483,10462.2409,51.28050676
-1010,1-pc Chicken & Rice,17/09/07 0:00,0.616439388,8182,7.440152339
-2114,Nuggets,24/09/07 0:00,0.904091012,12000,4.297179309
-2054,2-pc Chicken,24/09/07 0:00,1.028492948,13651.1869,122.4279063
-2045,Chicken Burger,24/09/07 0:00,1.025059195,13605.6107,7.074665159
-2030,Large Big Burger,24/09/07 0:00,1.109436465,14725.5502,13.52210228
-2020,Double Cheeseburger,24/09/07 0:00,1.111774407,14756.5817,14.02088202
-2010,Cheeseburger,24/09/07 0:00,0.786888737,10444.3742,50.15655678
-1010,1-pc Chicken & Rice,24/09/07 0:00,0.616439388,8182,7.691884236
-2114,Nuggets,01/10/07 0:00,0.904091012,12000,3.449251306
-2054,2-pc Chicken,01/10/07 0:00,1.034278249,13727.9752,110.9297901
-2045,Chicken Burger,01/10/07 0:00,1.026970353,13630.9775,6.306058673
-2030,Large Big Burger,01/10/07 0:00,1.116376772,14817.6689,11.31114248
-2020,Double Cheeseburger,01/10/07 0:00,1.116472244,14818.9361,12.46667503
-2010,Cheeseburger,01/10/07 0:00,0.799183387,10607.5611,43.51794278
-1010,1-pc Chicken & Rice,01/10/07 0:00,0.616439388,8182,14.87114344
-2114,Nuggets,08/10/07 0:00,0.904091012,12000,3.744915918
-2054,2-pc Chicken,08/10/07 0:00,1.034968485,13737.1367,115.2983944
-2045,Chicken Burger,08/10/07 0:00,1.026758141,13628.1608,6.884718571
-2030,Large Big Burger,08/10/07 0:00,1.114891976,14797.9612,12.82953224
-2020,Double Cheeseburger,08/10/07 0:00,1.116385218,14817.781,13.39279655
-2010,Cheeseburger,08/10/07 0:00,0.801463731,10637.8281,53.07804717
-1010,1-pc Chicken & Rice,08/10/07 0:00,0.616439388,8182,13.14283388
-2114,Nuggets,15/10/07 0:00,0.904091012,12000,3.459917517
-2054,2-pc Chicken,15/10/07 0:00,1.035365471,13742.4059,101.9219256
-2045,Chicken Burger,15/10/07 0:00,1.027385851,13636.4924,6.723138884
-2030,Large Big Burger,15/10/07 0:00,1.114547759,14793.3924,12.82394405
-2020,Double Cheeseburger,15/10/07 0:00,1.11638671,14817.8008,13.20121371
-2010,Cheeseburger,15/10/07 0:00,0.799596256,10613.0411,49.53410958
-1010,1-pc Chicken & Rice,15/10/07 0:00,0.616439388,8182,0.431011781
-2114,Nuggets,22/10/07 0:00,0.904091012,12000,4.066308819
-2054,2-pc Chicken,22/10/07 0:00,1.035127108,13739.2421,100.1162239
-2045,Chicken Burger,22/10/07 0:00,1.027137776,13633.1997,7.212001652
-2030,Large Big Burger,22/10/07 0:00,1.115501861,14806.0562,12.94367726
-2020,Double Cheeseburger,22/10/07 0:00,1.116923318,14824.9232,13.74348152
-2010,Cheeseburger,22/10/07 0:00,0.800162036,10620.5507,48.59231393
-1010,1-pc Chicken & Rice,22/10/07 0:00,0.616439388,8182,11.83954979
-2114,Nuggets,29/10/07 0:00,0.904091012,12000,4.058288223
-2054,2-pc Chicken,29/10/07 0:00,1.06274473,14105.8108,100.6722558
-2045,Chicken Burger,29/10/07 0:00,1.03683926,13761.9675,7.531935406
-2030,Large Big Burger,29/10/07 0:00,1.115771009,14809.6286,13.59493984
-2020,Double Cheeseburger,29/10/07 0:00,1.116759768,14822.7524,14.12583951
-2010,Cheeseburger,29/10/07 0:00,0.799491803,10611.6547,52.42715601
-1010,1-pc Chicken & Rice,29/10/07 0:00,0.616439388,8182,6.274712891
-2114,Nuggets,05/11/07 0:00,0.904091012,12000,4.199708409
-2054,2-pc Chicken,05/11/07 0:00,1.076448271,14287.6979,101.2159582
-2045,Chicken Burger,05/11/07 0:00,1.043985919,13856.8251,7.342855105
-2030,Large Big Burger,05/11/07 0:00,1.114253123,14789.4817,13.16970172
-2020,Double Cheeseburger,05/11/07 0:00,1.117115324,14827.4717,13.9476098
-2010,Cheeseburger,05/11/07 0:00,0.800057673,10619.1655,50.88746208
-1010,1-pc Chicken & Rice,05/11/07 0:00,0.626853304,8320.2239,6.548360505
-2114,Nuggets,12/11/07 0:00,0.904091012,12000,3.664589476
-2054,2-pc Chicken,12/11/07 0:00,1.076936465,14294.1777,93.17906758
-2045,Chicken Burger,12/11/07 0:00,1.043786808,13854.1823,6.761062972
-2030,Large Big Burger,12/11/07 0:00,1.11515756,14801.4863,12.49533276
-2020,Double Cheeseburger,12/11/07 0:00,1.116967257,14825.5064,12.75766393
-2010,Cheeseburger,12/11/07 0:00,0.8007791,10628.741,45.54745136
-1010,1-pc Chicken & Rice,12/11/07 0:00,0.616439388,8182,48.02430828
-2114,Nuggets,19/11/07 0:00,0.904091012,12000,3.596696415
-2054,2-pc Chicken,19/11/07 0:00,1.07672771,14291.4069,92.58133366
-2045,Chicken Burger,19/11/07 0:00,1.043661026,13852.5128,6.828603336
-2030,Large Big Burger,19/11/07 0:00,1.116131945,14814.4193,11.80765994
-2020,Double Cheeseburger,19/11/07 0:00,1.117114481,14827.4605,12.57883773
-2010,Cheeseburger,19/11/07 0:00,0.801170949,10633.942,45.46909049
-1010,1-pc Chicken & Rice,19/11/07 0:00,0.617605387,8197.4763,9.386929656
-2114,Nuggets,26/11/07 0:00,0.904091012,12000,3.937372762
-2054,2-pc Chicken,26/11/07 0:00,1.078387652,14313.4393,99.57526231
-2045,Chicken Burger,26/11/07 0:00,1.044069494,13857.9344,7.337831057
-2030,Large Big Burger,26/11/07 0:00,1.124009048,14918.9721,12.25794905
-2020,Double Cheeseburger,26/11/07 0:00,1.125789912,14942.6095,13.27904531
-2010,Cheeseburger,26/11/07 0:00,0.799858856,10616.5266,48.86720635
-1010,1-pc Chicken & Rice,26/11/07 0:00,0.621063882,8243.3809,3.309374591
-2114,Nuggets,03/12/07 0:00,0.904091012,12000,4.080456259
-2054,2-pc Chicken,03/12/07 0:00,1.082056423,14362.1349,99.91243858
-2045,Chicken Burger,03/12/07 0:00,1.044431606,13862.7407,7.401211449
-2030,Large Big Burger,03/12/07 0:00,1.140317698,15135.4368,12.60320578
-2020,Double Cheeseburger,03/12/07 0:00,1.140790515,15141.7125,13.31748143
-2010,Cheeseburger,03/12/07 0:00,0.800648655,10627.0096,50.17629764
-1010,1-pc Chicken & Rice,03/12/07 0:00,0.616439388,8182,8.814098799
-2114,Nuggets,10/12/07 0:00,0.904091012,12000,3.844682741
-2054,2-pc Chicken,10/12/07 0:00,1.08192435,14360.3819,100.3838587
-2045,Chicken Burger,10/12/07 0:00,1.044845054,13868.2284,7.556790216
-2030,Large Big Burger,10/12/07 0:00,1.139761177,15128.0501,12.24264017
-2020,Double Cheeseburger,10/12/07 0:00,1.141237128,15147.6404,13.89144981
-2010,Cheeseburger,10/12/07 0:00,0.800071627,10619.3507,48.35187609
-1010,1-pc Chicken & Rice,10/12/07 0:00,0.62130101,8246.5283,26.14932851
-2114,Nuggets,17/12/07 0:00,0.904091012,12000,4.080451576
-2054,2-pc Chicken,17/12/07 0:00,1.081685218,14357.2079,103.3295031
-2045,Chicken Burger,17/12/07 0:00,1.043880811,13855.43,7.119472379
-2030,Large Big Burger,17/12/07 0:00,1.140091637,15132.4363,12.08339274
-2020,Double Cheeseburger,17/12/07 0:00,1.141001816,15144.5171,13.46311378
-2010,Cheeseburger,17/12/07 0:00,0.800067257,10619.2927,49.41554066
-1010,1-pc Chicken & Rice,17/12/07 0:00,0.618143268,8204.6156,5.640500893
-2114,Nuggets,24/12/07 0:00,0.904091012,12000,3.759128721
-2054,2-pc Chicken,24/12/07 0:00,1.082281662,14365.1245,107.76997
-2045,Chicken Burger,24/12/07 0:00,1.044011866,13857.1695,7.171876639
-2030,Large Big Burger,24/12/07 0:00,1.139789761,15128.4295,11.88044756
-2020,Double Cheeseburger,24/12/07 0:00,1.141727273,15154.1461,13.42191114
-2010,Cheeseburger,24/12/07 0:00,0.800258163,10621.8266,49.30337438
-1010,1-pc Chicken & Rice,24/12/07 0:00,0.62508723,8296.7828,4.639570764
-2114,Nuggets,31/12/07 0:00,0.904091012,12000,4.246119266
-2054,2-pc Chicken,31/12/07 0:00,1.083112499,14376.1522,111.0217068
-2045,Chicken Burger,31/12/07 0:00,1.045029481,13870.6763,7.576796851
-2030,Large Big Burger,31/12/07 0:00,1.140346681,15135.8215,13.71183901
-2020,Double Cheeseburger,31/12/07 0:00,1.141818263,15155.3538,14.59562276
-2010,Cheeseburger,31/12/07 0:00,0.801374038,10636.6376,52.5073077
-1010,1-pc Chicken & Rice,31/12/07 0:00,0.616439388,8182,0.659540116
-2114,Nuggets,07/01/08 0:00,0.904091012,12000,3.805091008
-2054,2-pc Chicken,07/01/08 0:00,1.082473668,14367.673,93.25587255
-2045,Chicken Burger,07/01/08 0:00,1.044124109,13858.6593,6.440909258
-2030,Large Big Burger,07/01/08 0:00,1.141371634,15149.4257,11.40111718
-2020,Double Cheeseburger,07/01/08 0:00,1.142013659,15157.9473,12.68222111
-2010,Cheeseburger,07/01/08 0:00,0.801122391,10633.2975,46.21175445
-1010,1-pc Chicken & Rice,07/01/08 0:00,0.616439388,8182,3.660701394
-2114,Nuggets,14/01/08 0:00,0.904091012,12000,3.924399507
-2054,2-pc Chicken,14/01/08 0:00,1.08234751,14365.9985,96.48418763
-2045,Chicken Burger,14/01/08 0:00,1.044451202,13863.0008,7.198162387
-2030,Large Big Burger,14/01/08 0:00,1.140978905,15144.213,11.75736795
-2020,Double Cheeseburger,14/01/08 0:00,1.141783681,15154.8948,12.94149494
-2010,Cheeseburger,14/01/08 0:00,0.80168961,10640.8262,47.43790061
-1010,1-pc Chicken & Rice,14/01/08 0:00,0.616439388,8182,7.829802324
-2114,Nuggets,21/01/08 0:00,0.904091012,12000,3.692727444
-2054,2-pc Chicken,21/01/08 0:00,1.082514737,14368.2181,95.88860664
-2045,Chicken Burger,21/01/08 0:00,1.043662164,13852.5279,7.005989902
-2030,Large Big Burger,21/01/08 0:00,1.139678046,15126.9467,12.15071973
-2020,Double Cheeseburger,21/01/08 0:00,1.141239418,15147.6708,12.32006774
-2010,Cheeseburger,21/01/08 0:00,0.800265034,10621.9178,46.35901778
-1010,1-pc Chicken & Rice,21/01/08 0:00,0.616439388,8182,3.0278797
-2114,Nuggets,28/01/08 0:00,0.904091012,12000,3.839984135
-2054,2-pc Chicken,28/01/08 0:00,1.105197725,14669.2894,102.9550765
-2045,Chicken Burger,28/01/08 0:00,1.065982589,14148.7869,7.03384016
-2030,Large Big Burger,28/01/08 0:00,1.14717846,15226.4997,12.08771349
-2020,Double Cheeseburger,28/01/08 0:00,1.14945035,15256.6545,13.15606393
-2010,Cheeseburger,28/01/08 0:00,0.80455912,10678.9132,48.79866552
-1010,1-pc Chicken & Rice,28/01/08 0:00,0.616439388,8182,12.58030621
-2114,Nuggets,04/02/08 0:00,0.904091012,12000,3.910765058
-2054,2-pc Chicken,04/02/08 0:00,1.124189686,14921.3697,99.22093908
-2045,Chicken Burger,04/02/08 0:00,1.087516809,14434.6106,6.946908714
-2030,Large Big Burger,04/02/08 0:00,1.156129632,15345.3086,11.92665549
-2020,Double Cheeseburger,04/02/08 0:00,1.159234898,15386.5248,12.87195337
-2010,Cheeseburger,04/02/08 0:00,0.805451503,10690.7578,47.79496754
-1010,1-pc Chicken & Rice,04/02/08 0:00,0.616439388,8182,10.09642922
-2114,Nuggets,11/02/08 0:00,0.904091012,12000,4.202799111
-2054,2-pc Chicken,11/02/08 0:00,1.124929895,14931.1945,101.7368373
-2045,Chicken Burger,11/02/08 0:00,1.087273917,14431.3867,7.588846545
-2030,Large Big Burger,11/02/08 0:00,1.157540752,15364.0384,13.08456025
-2020,Double Cheeseburger,11/02/08 0:00,1.158544293,15377.3584,13.58221664
-2010,Cheeseburger,11/02/08 0:00,0.806365419,10702.8882,49.85987914
-1010,1-pc Chicken & Rice,11/02/08 0:00,0.616439388,8182,13.42018898
-2114,Nuggets,18/02/08 0:00,0.904091012,12000,4.114924449
-2054,2-pc Chicken,18/02/08 0:00,1.124995924,14932.0709,100.6006903
-2045,Chicken Burger,18/02/08 0:00,1.087539351,14434.9098,7.741926679
-2030,Large Big Burger,18/02/08 0:00,1.156850539,15354.8772,12.85487385
-2020,Double Cheeseburger,18/02/08 0:00,1.157614006,15365.0107,14.21798522
-2010,Cheeseburger,18/02/08 0:00,0.80620666,10700.781,50.89233467
-1010,1-pc Chicken & Rice,18/02/08 0:00,0.616439388,8182,3.000892249
-2114,Nuggets,25/02/08 0:00,0.925493219,12284.0715,3.85330526
-2054,2-pc Chicken,25/02/08 0:00,1.124275258,14922.5055,101.9813013
-2045,Chicken Burger,25/02/08 0:00,1.095388104,14539.0863,7.908465948
-2030,Large Big Burger,25/02/08 0:00,1.164231779,15452.8484,14.36619857
-2020,Double Cheeseburger,25/02/08 0:00,1.164397981,15455.0544,14.92417293
-2010,Cheeseburger,25/02/08 0:00,0.834420493,11075.2632,51.11045102
-1010,1-pc Chicken & Rice,25/02/08 0:00,0.652835501,8665.0856,5.556768147
-2114,Nuggets,03/03/08 0:00,0.963300392,12785.8861,3.792406064
-2054,2-pc Chicken,03/03/08 0:00,1.124288759,14922.6847,98.8108815
-2045,Chicken Burger,03/03/08 0:00,1.108629677,14714.8417,7.149917127
-2030,Large Big Burger,03/03/08 0:00,1.177788247,15632.7834,13.08942719
-2020,Double Cheeseburger,03/03/08 0:00,1.178154622,15637.6463,13.81627967
-2010,Cheeseburger,03/03/08 0:00,0.881139351,11695.3626,50.23493454
-1010,1-pc Chicken & Rice,03/03/08 0:00,0.652580585,8661.7021,10.00562626
-2114,Nuggets,10/03/08 0:00,0.963309719,12786.0099,3.967172306
-2054,2-pc Chicken,10/03/08 0:00,1.124570346,14926.4222,100.7310369
-2045,Chicken Burger,10/03/08 0:00,1.10981161,14730.5295,7.546822814
-2030,Large Big Burger,10/03/08 0:00,1.17874079,15645.4265,13.28083179
-2020,Double Cheeseburger,10/03/08 0:00,1.178708265,15644.9948,14.22007954
-2010,Cheeseburger,10/03/08 0:00,0.881059926,11694.3084,50.63235019
-1010,1-pc Chicken & Rice,10/03/08 0:00,0.678068259,9000,5.027931126
-2114,Nuggets,17/03/08 0:00,0.963317343,12786.1111,3.717499539
-2054,2-pc Chicken,17/03/08 0:00,1.124674949,14927.8106,101.3903743
-2045,Chicken Burger,17/03/08 0:00,1.110795043,14743.5826,7.054397935
-2030,Large Big Burger,17/03/08 0:00,1.179619197,15657.0856,12.99354601
-2020,Double Cheeseburger,17/03/08 0:00,1.179693988,15658.0783,14.10584547
-2010,Cheeseburger,17/03/08 0:00,0.881098862,11694.8252,50.03134796
-1010,1-pc Chicken & Rice,17/03/08 0:00,0.678068259,9000,10.29393325
-2114,Nuggets,24/03/08 0:00,0.965913818,12820.5741,4.005142168
-2054,2-pc Chicken,24/03/08 0:00,1.124651955,14927.5054,100.2658916
-2045,Chicken Burger,24/03/08 0:00,1.110937889,14745.4786,7.4337866
-2030,Large Big Burger,24/03/08 0:00,1.179407361,15654.2739,13.32971359
-2020,Double Cheeseburger,24/03/08 0:00,1.180285542,15665.93,14.15693195
-2010,Cheeseburger,24/03/08 0:00,0.881926543,11705.811,48.77873506
-1010,1-pc Chicken & Rice,24/03/08 0:00,0.678068259,9000,9.626394334
-2114,Nuggets,31/03/08 0:00,0.970088036,12875.9785,3.643088414
-2054,2-pc Chicken,31/03/08 0:00,1.199598335,15922.2687,97.74794992
-2045,Chicken Burger,31/03/08 0:00,1.123691238,14914.7538,6.855370741
-2030,Large Big Burger,31/03/08 0:00,1.225043449,16260.0017,12.60895867
-2020,Double Cheeseburger,31/03/08 0:00,1.226258804,16276.1331,12.8761485
-2010,Cheeseburger,31/03/08 0:00,0.887940014,11785.6278,48.35685755
-1010,1-pc Chicken & Rice,31/03/08 0:00,0.678068259,9000,4.507702723
-2114,Nuggets,07/04/08 0:00,0.970134009,12876.5887,3.776635032
-2054,2-pc Chicken,07/04/08 0:00,1.209336774,16051.527,98.03457038
-2045,Chicken Burger,07/04/08 0:00,1.125789927,14942.6097,7.105772104
-2030,Large Big Burger,07/04/08 0:00,1.231788556,16349.5295,12.01431374
-2020,Double Cheeseburger,07/04/08 0:00,1.231619137,16347.2808,13.21125465
-2010,Cheeseburger,07/04/08 0:00,0.888749898,11796.3774,48.3870718
-1010,1-pc Chicken & Rice,07/04/08 0:00,0.678068259,9000,8.0472211
-2114,Nuggets,14/04/08 0:00,0.970383628,12879.9019,3.817996363
-2054,2-pc Chicken,14/04/08 0:00,1.209443359,16052.9417,97.64588084
-2045,Chicken Burger,14/04/08 0:00,1.125460808,14938.2413,7.1914956
-2030,Large Big Burger,14/04/08 0:00,1.232389158,16357.5013,11.80958679
-2020,Double Cheeseburger,14/04/08 0:00,1.232301725,16356.3408,13.19610589
-2010,Cheeseburger,14/04/08 0:00,0.889041535,11800.2483,47.72183526
-1010,1-pc Chicken & Rice,14/04/08 0:00,0.678068259,9000,19.3130102
-2114,Nuggets,21/04/08 0:00,0.970795427,12885.3677,3.727800554
-2054,2-pc Chicken,21/04/08 0:00,1.210007067,16060.4238,96.77113551
-2045,Chicken Burger,21/04/08 0:00,1.125189166,14934.6358,6.95243554
-2030,Large Big Burger,21/04/08 0:00,1.231651578,16347.7114,12.17223139
-2020,Double Cheeseburger,21/04/08 0:00,1.231938763,16351.5232,13.0691787
-2010,Cheeseburger,21/04/08 0:00,0.889001221,11799.7132,48.82456148
-1010,1-pc Chicken & Rice,21/04/08 0:00,0.678068259,9000,12.52955186
-2114,Nuggets,28/04/08 0:00,0.970290597,12878.6671,3.723789499
-2054,2-pc Chicken,28/04/08 0:00,1.209122211,16048.6791,95.5817595
-2045,Chicken Burger,28/04/08 0:00,1.125268688,14935.6913,6.878423196
-2030,Large Big Burger,28/04/08 0:00,1.231296406,16342.9972,12.3744182
-2020,Double Cheeseburger,28/04/08 0:00,1.231853718,16350.3944,13.33335132
-2010,Cheeseburger,28/04/08 0:00,0.889043675,11800.2767,51.65965562
-1010,1-pc Chicken & Rice,28/04/08 0:00,0.678068259,9000,6.449533279
-2114,Nuggets,05/05/08 0:00,0.969927379,12873.8461,3.721377597
-2054,2-pc Chicken,05/05/08 0:00,1.209224817,16050.041,93.6885436
-2045,Chicken Burger,05/05/08 0:00,1.125006238,14932.2078,7.222335136
-2030,Large Big Burger,05/05/08 0:00,1.23174864,16348.9997,11.87691973
-2020,Double Cheeseburger,05/05/08 0:00,1.232948911,16364.9309,13.4685243
-2010,Cheeseburger,05/05/08 0:00,0.88832768,11790.7733,48.39937824
